,customer_id
144,1982ac0e-9f4c-11e9-9897-000d3a38a36f
145,19e194d2-4ac6-11ea-8533-000d3a38a36f
146,19e8adf0-b00f-11e9-9757-000d3a38a36f
147,19ffb4f6-b0b2-11ea-b736-000d3a38a36f
148,1a26bbcc-adb2-11e9-a2fc-000d3a38a36f
149,1a5c8f40-cd82-11ea-b1a6-000d3a38a36f
150,1a70bade-b13a-11e9-9757-000d3a38a36f
151,1ac46a6c-a5be-11e9-a2fc-000d3a38a36f
152,1ac6cf4c-ab35-11e9-a2fc-000d3a38a36f
153,1acf7870-87af-11ea-ace9-000d3a38a36f
154,1ad652c6-9e85-11e9-9897-000d3a38a36f
155,1afc16ea-aac0-11e9-a2fc-000d3a38a36f
156,1b234d48-ab13-11e9-a2fc-000d3a38a36f
157,1ba38c82-9f1b-11e9-9897-000d3a38a36f
158,1ba79718-559b-11eb-9e65-000d3a38a36f
159,1c363d36-aab3-11e9-a2fc-000d3a38a36f
160,1c511e60-5e73-11eb-8dbd-000d3a38a36f
161,1c7c1e70-5a55-11eb-9e65-000d3a38a36f
162,1c7c6a1e-ddc5-11e9-a848-000d3a38a36f
163,1c8f71e0-56a1-11ea-b9b9-000d3a38a36f
164,1c9f6aa8-ada2-11e9-a2fc-000d3a38a36f
165,1cb79d74-a9f8-11e9-a2fc-000d3a38a36f
166,1ccc974e-b130-11e9-9757-000d3a38a36f
167,1cd20794-af30-11e9-a2fc-000d3a38a36f
168,1cee861e-a7f4-11e9-a2fc-000d3a38a36f
169,1d17505c-15eb-11ea-aa74-000d3a38a36f
170,1d1785d2-a22c-11e9-a2fc-000d3a38a36f
171,1d6248e0-44da-11eb-806e-000d3a38a36f
172,1dd7141c-9923-11ea-b97a-000d3a38a36f
173,1e27e18a-ad38-11e9-a2fc-000d3a38a36f
174,1e2b18e8-9dc3-11e9-9897-000d3a38a36f
175,1e2dd6cc-0b1e-11eb-8ffc-000d3a38a36f
176,1ead1d0e-5bd0-11ea-8257-000d3a38a36f
177,1edd1a8a-1a09-11ea-941b-000d3a38a36f
178,1eebd1c4-abc8-11e9-a2fc-000d3a38a36f
179,1ef9af74-2594-11ea-b1c8-000d3a38a36f
180,1f691cd0-acfc-11e9-a2fc-000d3a38a36f
181,1f6ae350-a46c-11e9-a2fc-000d3a38a36f
182,1f72211a-a589-11e9-a2fc-000d3a38a36f
183,1f88ace0-a779-11e9-a2fc-000d3a38a36f
184,1fc6399c-faef-11e9-b138-000d3a38a36f
185,201b9d86-5ff0-11ea-8dd8-000d3a38a36f
186,202a42cc-a174-11e9-a2fc-000d3a38a36f
187,203e7c40-58c2-11eb-9e65-000d3a38a36f
188,20404e4c-9f61-11e9-a2fc-000d3a38a36f
189,2049c722-a567-11e9-a2fc-000d3a38a36f
190,205a9746-52e1-11ea-9ade-000d3a38a36f
191,20a59f0a-ead2-11ea-9047-000d3a38a36f
192,20b0ed36-a223-11e9-a2fc-000d3a38a36f
193,20c64e8e-a69b-11e9-a2fc-000d3a38a36f
194,20ef5922-acf5-11e9-a2fc-000d3a38a36f
195,2113e9c6-53b8-11ea-abe0-000d3a38a36f
196,214bb132-f12d-11e9-9346-000d3a38a36f
197,216f3308-5bdd-11ea-b0e0-000d3a38a36f
198,217ec300-adb3-11e9-a2fc-000d3a38a36f
199,21a46b10-26f2-11ea-aaaa-000d3a38a36f
200,21c4722a-a0f1-11e9-a2fc-000d3a38a36f
201,2208e6c0-2a45-11ea-99b3-000d3a38a36f
202,223e32a2-22ca-11eb-99f8-000d3a38a36f
203,224779e0-230f-11ea-8523-000d3a38a36f
204,2260e2c0-ac47-11e9-a2fc-000d3a38a36f
205,2278a084-ca48-11ea-a31e-000d3a38a36f
206,227aaaee-b092-11e9-9757-000d3a38a36f
207,2290e8ee-af9e-11e9-a2fc-000d3a38a36f
208,22c5adc2-e779-11ea-8f44-000d3a38a36f
209,22e75f5e-ab92-11e9-a2fc-000d3a38a36f
210,22ed0094-ad8f-11ea-b736-000d3a38a36f
211,230d54bc-49ac-11ea-8a4f-000d3a38a36f
212,234e17c8-541d-11eb-9e65-000d3a38a36f
213,2364e38e-d865-11e9-93bc-000d3a38a36f
214,23b9e4da-2e08-11ea-9ad5-000d3a38a36f
215,23be2a1e-c56a-11ea-9dde-000d3a38a36f
216,23be3c34-d60a-11e9-93bc-000d3a38a36f
217,23fea878-ab80-11e9-a2fc-000d3a38a36f
218,24679300-2ab5-11eb-b280-000d3a38a36f
219,2474d654-2d4b-11ea-827e-000d3a38a36f
220,24858684-31c8-11eb-860c-000d3a38a36f
221,24e7d676-a804-11e9-a2fc-000d3a38a36f
222,25203836-d67b-11e9-93bc-000d3a38a36f
223,255228f2-a5dc-11e9-a2fc-000d3a38a36f
224,25539dbe-2c04-11ea-91ab-000d3a38a36f
225,2579dc22-a84c-11e9-a2fc-000d3a38a36f
226,2627ea76-38c3-11ea-85d6-000d3a38a36f
227,263a185e-b010-11e9-9757-000d3a38a36f
228,263ac93e-d65d-11e9-93bc-000d3a38a36f
229,2651e54a-b20b-11e9-89fa-000d3a38a36f
230,266d0dc2-9fad-11e9-a2fc-000d3a38a36f
231,26a03a58-afc0-11e9-9757-000d3a38a36f
232,26f0f738-5bf3-11ea-aa73-000d3a38a36f
233,27544188-ae85-11e9-a2fc-000d3a38a36f
234,275b64b2-a517-11e9-a2fc-000d3a38a36f
235,2787b6ea-b0be-11e9-9757-000d3a38a36f
236,27ea3442-5b30-11ea-9450-000d3a38a36f
237,27ef5824-66e1-11eb-975c-000d3a38a36f
238,27f11544-1ca3-11ea-a490-000d3a38a36f
239,280962e2-abe8-11e9-a2fc-000d3a38a36f
240,28238836-9f70-11e9-a2fc-000d3a38a36f
241,28536fc2-ff21-11e9-a5e8-000d3a38a36f
242,287be544-a763-11e9-a2fc-000d3a38a36f
243,28a4e4ac-9e54-11e9-9897-000d3a38a36f
244,28e70c9a-afdf-11ea-b736-000d3a38a36f
245,28ed2304-d679-11e9-93bc-000d3a38a36f
246,28f00236-7a7f-11ea-8f20-000d3a38a36f
247,2910d944-d63c-11e9-93bc-000d3a38a36f
248,292c3fd0-24ee-11ea-bf27-000d3a38a36f
249,29378cfe-5b45-11ea-a185-000d3a38a36f
250,2939f2ca-ddb7-11e9-9cd3-000d3a38a36f
251,29478c86-1940-11ea-b6a2-000d3a38a36f
252,296ac2c4-d64b-11e9-93bc-000d3a38a36f
253,2988594a-afba-11e9-9757-000d3a38a36f
254,2996b9e4-444e-11ea-8b43-000d3a38a36f
255,2998a8c4-afef-11e9-9757-000d3a38a36f
256,2998ead2-ae9b-11e9-a2fc-000d3a38a36f
257,29c4a78e-97cb-11ea-9d91-000d3a38a36f
258,29ea8c4e-da37-11e9-93bc-000d3a38a36f
259,29ef573e-1f96-11ea-87bf-000d3a38a36f
260,2a033c6a-bdf0-11ea-aa61-000d3a38a36f
261,2a05f002-2017-11eb-b272-000d3a38a36f
262,2a1933c6-a9ec-11e9-a2fc-000d3a38a36f
263,2a1f1214-492e-11ea-bf43-000d3a38a36f
264,2a4ba544-2698-11ea-b9a0-000d3a38a36f
265,2a6807fa-abca-11e9-a2fc-000d3a38a36f
266,2ac42ea4-9760-11ea-a9c8-000d3a38a36f
267,2b122c76-a41d-11e9-a2fc-000d3a38a36f
268,2b60a666-a6ad-11e9-a2fc-000d3a38a36f
269,2b9598a4-c9e2-11ea-a31e-000d3a38a36f
270,2b9fe6b6-a7eb-11e9-a2fc-000d3a38a36f
271,2bc7574a-a931-11e9-a2fc-000d3a38a36f
272,2bf2cae2-a823-11e9-a2fc-000d3a38a36f
273,2c53cf72-a4bd-11e9-a2fc-000d3a38a36f
274,2c636ed4-a0f6-11e9-a2fc-000d3a38a36f
275,2c666002-a255-11e9-a2fc-000d3a38a36f
276,2caa8e06-2131-11eb-b361-000d3a38a36f
277,2cf42632-62ec-11ea-a6dc-000d3a38a36f
278,2d01412c-d6e8-11e9-93bc-000d3a38a36f
279,2d195762-9d85-11ea-9bf4-000d3a38a36f
280,2d4a5520-ae9c-11e9-a2fc-000d3a38a36f
281,2dcdd11a-16e4-11ea-b4ec-000d3a38a36f
282,2decba1c-b131-11e9-9757-000d3a38a36f
283,2e14b63a-a889-11e9-a2fc-000d3a38a36f
284,2e22d7a8-a3d7-11e9-a2fc-000d3a38a36f
285,2e27c8b6-acbb-11e9-a2fc-000d3a38a36f
286,2e292f90-1d0d-11ea-a490-000d3a38a36f
287,2e2c6264-a887-11e9-a2fc-000d3a38a36f
288,2e3166b0-61eb-11ea-8dd8-000d3a38a36f
289,2e6c4bda-b152-11e9-9757-000d3a38a36f
290,2e6eda80-abf3-11e9-a2fc-000d3a38a36f
291,2ebf0a62-9f3e-11e9-9897-000d3a38a36f
292,2f07b836-cc18-11ea-b305-000d3a38a36f
293,2f23ca88-51ef-11ea-a243-000d3a38a36f
294,2f7e8932-bd38-11ea-aa61-000d3a38a36f
295,2f872aee-d6be-11e9-93bc-000d3a38a36f
296,2f9641bc-1b4e-11ea-9812-000d3a38a36f
297,2f9e0d58-a438-11e9-a2fc-000d3a38a36f
298,2fc219f6-46b2-11ea-b6c0-000d3a38a36f
299,2fd58316-43d1-11eb-806e-000d3a38a36f
300,2fee0408-60b5-11eb-9b71-000d3a38a36f
301,2ff88bba-aa6a-11e9-a2fc-000d3a38a36f
302,300afe28-bedf-11ea-958c-000d3a38a36f
303,307bdab0-b055-11e9-9757-000d3a38a36f
304,30871346-a7fc-11e9-a2fc-000d3a38a36f
305,30c39f7a-9e54-11e9-9897-000d3a38a36f
306,310e0d02-9f68-11e9-a2fc-000d3a38a36f
307,318e6c94-bc5a-11ea-aa61-000d3a38a36f
308,326e0b4e-ac78-11e9-a2fc-000d3a38a36f
309,327724f4-ae21-11e9-a2fc-000d3a38a36f
310,328d030a-acff-11e9-a2fc-000d3a38a36f
311,32e3d168-af32-11ea-b736-000d3a38a36f
312,32f123ca-4990-11ea-8a4f-000d3a38a36f
313,32fa78da-a580-11e9-a2fc-000d3a38a36f
314,330a2286-31f6-11eb-860c-000d3a38a36f
315,332aca5c-ab94-11e9-a2fc-000d3a38a36f
316,33a54b76-9e04-11e9-9897-000d3a38a36f
317,340fee28-ab46-11e9-a2fc-000d3a38a36f
318,345bdfba-a8e2-11e9-a2fc-000d3a38a36f
319,3492a686-5bb4-11eb-8dbd-000d3a38a36f
320,34dabff8-5bcd-11ea-965a-000d3a38a36f
321,34e216ea-b12d-11e9-9757-000d3a38a36f
322,34ebde18-a779-11e9-a2fc-000d3a38a36f
323,350facba-ac26-11e9-a2fc-000d3a38a36f
324,35286cf4-9e5d-11e9-9897-000d3a38a36f
325,352b2622-a9fe-11e9-a2fc-000d3a38a36f
326,359e4a8e-afb7-11ea-b736-000d3a38a36f
327,35c07a08-907e-11ea-af25-000d3a38a36f
328,35c6f618-af9b-11e9-a2fc-000d3a38a36f
329,363daf9a-aa70-11e9-a2fc-000d3a38a36f
330,364a32de-166c-11ea-aa74-000d3a38a36f
331,366eee14-a59f-11e9-a2fc-000d3a38a36f
332,367bfb14-b106-11e9-9757-000d3a38a36f
333,36c10134-9ea3-11e9-9897-000d3a38a36f
334,36f54dde-25ff-11ea-8e1c-000d3a38a36f
335,3736025c-171d-11ea-b4ec-000d3a38a36f
336,37651e4c-6197-11ea-8dd8-000d3a38a36f
337,3782c7be-9ed6-11e9-9897-000d3a38a36f
338,379d0e1e-a6ae-11e9-a2fc-000d3a38a36f
339,37c86d08-a739-11e9-a2fc-000d3a38a36f
340,381563be-9e5c-11e9-9897-000d3a38a36f
341,385edc24-b009-11e9-9757-000d3a38a36f
342,3880fe94-9f4c-11e9-9897-000d3a38a36f
343,38838c72-aa4b-11e9-a2fc-000d3a38a36f
344,38985080-9d6c-11e9-9897-000d3a38a36f
345,38b5f27c-5444-11ea-b1db-000d3a38a36f
346,38ca1544-a8b5-11e9-a2fc-000d3a38a36f
347,38d63902-e0ac-11ea-b5cd-000d3a38a36f
348,38eb3626-eacb-11ea-9047-000d3a38a36f
349,39362650-3f1c-11ea-b794-000d3a38a36f
350,393d3d26-aabd-11e9-a2fc-000d3a38a36f
351,394cdd9e-28a7-11eb-8a9b-000d3a38a36f
352,397a63e0-a6a8-11e9-a2fc-000d3a38a36f
353,39941816-53bf-11ea-abe0-000d3a38a36f
354,39edf3ac-b10a-11e9-9757-000d3a38a36f
355,39fdbc40-b14d-11e9-9757-000d3a38a36f
356,3a285f00-f4f4-11e9-9346-000d3a38a36f
357,3a85dc22-12bb-11ea-a001-000d3a38a36f
358,3aa52386-afb8-11e9-9757-000d3a38a36f
359,3aeeefae-a444-11e9-a2fc-000d3a38a36f
360,3b048dea-116e-11ea-9f3a-000d3a38a36f
361,3b08f95c-2d5c-11ea-827e-000d3a38a36f
362,3b1270f4-aa5d-11e9-a2fc-000d3a38a36f
363,3b3aad7a-5b2f-11ea-bf2c-000d3a38a36f
364,3b697668-d714-11e9-93bc-000d3a38a36f
365,3b7228ce-7300-11eb-a9a7-000d3a38a36f
366,3bfdb582-4e59-11ea-99ba-000d3a38a36f
367,3c0d1ac4-8d4f-11ea-8f41-000d3a38a36f
368,3c1db156-994b-11ea-b97a-000d3a38a36f
369,3c2bf5b0-5bb4-11ea-81c0-000d3a38a36f
370,3c3381d6-f80d-11ea-a533-000d3a38a36f
371,3c3decf4-2d08-11eb-8b78-000d3a38a36f
372,3c68119e-5439-11ea-b1db-000d3a38a36f
373,3c9ee278-aa11-11e9-a2fc-000d3a38a36f
374,3ca62200-a3ad-11e9-a2fc-000d3a38a36f
375,3cae55ec-9dcc-11e9-9897-000d3a38a36f
376,3cd89598-1e8e-11eb-9dc3-000d3a38a36f
377,3d0033c2-adcf-11e9-a2fc-000d3a38a36f
378,3d307a80-ab0b-11e9-a2fc-000d3a38a36f
379,3d690368-ae40-11e9-a2fc-000d3a38a36f
380,3da84cd6-b178-11e9-89fa-000d3a38a36f
381,3dbe7886-185b-11ea-9213-000d3a38a36f
382,3e01ef60-9fc2-11e9-a2fc-000d3a38a36f
383,3e06e4c6-55aa-11eb-9e65-000d3a38a36f
384,3e423638-be25-11ea-aa61-000d3a38a36f
385,3e6466fc-b112-11e9-9757-000d3a38a36f
386,3e725b46-94a5-11ea-85df-000d3a38a36f
387,3e8dba14-a705-11e9-a2fc-000d3a38a36f
388,3ebc7fc6-2d9f-11eb-8062-000d3a299ebf
389,3ed92220-aecf-11e9-a2fc-000d3a38a36f
390,3f03a4ea-28ff-11eb-b7dd-000d3a38a36f
391,3f0dfccc-24f1-11eb-86c1-000d3a38a36f
392,3f118c82-a146-11e9-a2fc-000d3a38a36f
393,3f331854-a4b4-11e9-a2fc-000d3a38a36f
394,3f3add64-ad74-11e9-a2fc-000d3a38a36f
395,3f6d1e4e-ee0d-11e9-9346-000d3a38a36f
396,3f7aa818-b0e4-11e9-9757-000d3a38a36f
397,3f927872-a7d3-11e9-a2fc-000d3a38a36f
398,3fda4522-b178-11e9-89fa-000d3a38a36f
399,3ff9a700-a24b-11e9-a2fc-000d3a38a36f
400,4003b674-56a9-11ea-b9b9-000d3a38a36f
401,40150444-d71d-11e9-93bc-000d3a38a36f
402,4044b462-9cff-11e9-9897-000d3a38a36f
403,4087a75a-a523-11e9-a2fc-000d3a38a36f
404,409265f4-b12c-11e9-9757-000d3a38a36f
405,40ce17b6-d6de-11e9-93bc-000d3a38a36f
406,40eec926-39b1-11ea-85d6-000d3a38a36f
407,41081e4c-5bd7-11ea-90ca-000d3a38a36f
408,4146e988-3e36-11ea-b1ad-000d3a38a36f
409,4159cc38-5b05-11ea-82d2-000d3a38a36f
410,416a442c-ae09-11e9-a2fc-000d3a38a36f
411,41abf3ce-5b54-11ea-85a8-000d3a38a36f
412,41c16660-8b91-11ea-8ec0-000d3a38a36f
413,424df598-1b58-11ea-9812-000d3a38a36f
414,4271fdf8-a59a-11eb-b07f-000d3a299ebf
415,42813208-564c-11ea-b9b9-000d3a38a36f
416,42a6c718-5bf4-11ea-8384-000d3a38a36f
417,42bbabfe-a5cf-11ea-bd63-000d3a38a36f
418,42cf9314-9d31-11e9-9897-000d3a38a36f
419,42fb6be6-a976-11e9-a2fc-000d3a38a36f
420,42fd7290-7f00-11eb-b666-000d3a38a36f
421,4321c57c-b1c1-11e9-89fa-000d3a38a36f
422,43271496-a2b7-11e9-a2fc-000d3a38a36f
423,435cf73e-a7ba-11e9-a2fc-000d3a38a36f
424,43ed0660-a26c-11e9-a2fc-000d3a38a36f
425,43edaeb2-1daf-11ea-8bf2-000d3a38a36f
426,43f81f40-a5dd-11e9-a2fc-000d3a38a36f
427,44147d1c-22fa-11ea-8523-000d3a38a36f
428,443aa46c-a571-11e9-a2fc-000d3a38a36f
429,446dece4-88d0-11ea-9c02-000d3a38a36f
430,44a7e2f0-9b1d-11ea-a27a-000d3a38a36f
431,44bce73c-a540-11e9-a2fc-000d3a38a36f
432,44c9d4d6-974f-11ea-a9c8-000d3a38a36f
433,44e17ce4-5bc1-11eb-8dbd-000d3a38a36f
434,44ffd5ac-ee05-11e9-9346-000d3a38a36f
435,4510fad2-b05a-11e9-9757-000d3a38a36f
436,455770fa-a80f-11e9-a2fc-000d3a38a36f
437,45ae5698-5684-11eb-9e65-000d3a38a36f
438,45b47a70-b1ab-11e9-89fa-000d3a38a36f
439,45cb15d0-15e4-11ea-aa74-000d3a38a36f
440,464c257e-13b6-11ea-a001-000d3a38a36f
441,4660bd3c-ee0d-11e9-9346-000d3a38a36f
442,468e0206-a51f-11e9-a2fc-000d3a38a36f
443,472fe346-5b36-11ea-a35f-000d3a38a36f
444,4730571c-5b0a-11ea-a192-000d3a38a36f
445,4736acf4-a956-11e9-a2fc-000d3a38a36f
446,473a1d4a-ffcc-11e9-a5e8-000d3a38a36f
447,47b14ce6-9755-11ea-a9c8-000d3a38a36f
448,47b18f9e-ac46-11e9-a2fc-000d3a38a36f
449,47d7f524-9eab-11e9-9897-000d3a38a36f
450,48598e72-9f86-11ea-80cd-000d3a38a36f
451,485c5012-ddda-11e9-a848-000d3a38a36f
452,4865bbe6-63c3-11eb-add3-000d3a38a36f
453,4865ec8c-4377-11ea-8b43-000d3a38a36f
454,4882f4be-8763-11ea-ace9-000d3a38a36f
455,4896788c-a6d5-11e9-a2fc-000d3a38a36f
456,4899ae68-52f0-11ea-9ade-000d3a38a36f
457,48aef838-b118-11e9-9757-000d3a38a36f
458,48b3e19e-9750-11ea-a9c8-000d3a38a36f
459,48bcc796-f66a-11e9-841e-000d3a38a36f
460,49798902-a57b-11e9-a2fc-000d3a38a36f
461,497f782c-a151-11e9-a2fc-000d3a38a36f
462,49877a0a-af2e-11e9-a2fc-000d3a38a36f
463,49bd7b14-b06e-11e9-9757-000d3a38a36f
464,49de2b4a-2f73-11eb-9c24-000d3a38a36f
465,49e983d8-a17a-11e9-a2fc-000d3a38a36f
466,4a796c0c-54d2-11eb-9e65-000d3a38a36f
467,4aaa8c08-a4dc-11e9-a2fc-000d3a38a36f
468,4ab65e58-aacb-11e9-a2fc-000d3a38a36f
469,4add0618-2e99-11eb-a8d1-000d3a299ebf
470,4ae93d56-2c61-11ea-b752-000d3a38a36f
471,4aeae12c-fe2d-11e9-a5e8-000d3a38a36f
472,4b041628-a956-11e9-a2fc-000d3a38a36f
473,4b0f84e8-55a5-11eb-9e65-000d3a38a36f
474,4b5efa90-a5b2-11e9-a2fc-000d3a38a36f
